expected semantic name,input,correct/incorrect,not_correct_segment,correct_segment_v2,correct_segment_v3,no_idx_in_semantic
อัตราดอกเบี้ย,กู้แบบมีหลักประกัน ดอกเบี้ยเท่าไหร่,no,กู้ แบบ มี หลัก ประกัน ดอกเบี้ย เท่าไหร่,กู้ แบบ มี หลัก ประกัน ดอกเบี้ย เท่าไหร่,กู้ แบบ มี หลักประกัน ดอกเบี้ย เท่าไหร่,14
ติดต่อสาขาธนาคารกรุงศรี,ที่ตั้งสาขาxxx อยู่ตรงไหนครับ,yes,ที่ตั้ง สาขา xxx อยู่ ตรงไหน ครับ,ที่ตั้ง สาขา xxx อยู่ ตรงไหน ครับ,ที่ตั้ง สาขา xxx อยู่ ตรงไหน ครับ,14
วงเงิน,กำหนดวงเงินเดบิตสูงสุดได้กี่บาท,no,กำหนด วงเงิน เดบิต สูงสุด ได้ กี่ บาท,กำหนด วงเงิน เดบิต สูงสุด ได้ กี่ บาท,กำหนด วงเงิน เดบิต สูงสุด ได้ กี่ บาท,14
เกี่ยวกับบัตรเครดิต,ยังไม่ได้ใช้ point เลย ยกเลิกทำไมไม่แจ้งล่วงหน้า,no,ยัง ไม่ได้ ใช้ point เลย ยกเลิก ทำไม ไม่แจ้ง ล่วงหน้า,ยัง ไม่ได้ ใช้ point เลย ยกเลิก ทำไม ไม่แจ้ง ล่วงหน้า,ยัง ไม่ได้ ใช้ point เลย ยกเลิก ทำไม ไม่แจ้ง ล่วงหน้า,14
ไถ่ถอน,สอบถามไถ่ถอนเพื่อจะรีไฟแนนซ์ที่ ธอส,yes,สอบถาม ไถ่ถอน เพื่อ จะ รีไฟแนนซ์ ที่ ธอส,สอบถาม ไถ่ถอน เพื่อ จะ refinance ที่ ธอส,สอบถาม ไถ่ถอน เพื่อ จะ refinance ที่ ธอส,14
ผลิตภัณฑ์กองทุน,ถ้าต้องการซื้อกองทุนต้องทำอย่างไรบ้าง,yes,ถ้า ต้องการ ซื้อ กองทุน ต้อง ทำ อย่างไรบ้าง,ถ้า ต้องการ ซื้อ กองทุน ต้อง ทำ อย่างไรบ้าง,ถ้า ต้องการ ซื้อ กองทุน ต้อง ทำ อย่างไรบ้าง,14
Verify by VISA,วิธีการใช้บัตรเดบิตซื้อของออนไลน์,no,วิธีการ ใช้ บัตรเดบิต ซื้อของ ออนไลน์,วิธีการ ใช้ บัตรเดบิต ซื้อของ ออนไลน์,วิธีการ ใช้ บัตรเดบิต ซื้อของ ออนไลน์,14
การชำระเงิน,อยากรู้จะชำระค่างวดได้ที่ไหนบ้าง,yes,อยากรู้ จะ ชำระ ค่างวด ได้ ที่ไหนบ้าง,อยากรู้ จะ ชำระ ค่างวด ได้ ที่ไหนบ้าง,อยากรู้ จะ ชำระ ค่างวด ได้ ที่ไหนบ้าง,14
ติดต่อแอดมิน,อยากทำประกันให้เจ้าหน้าที่โทรกลับได้มั้ยคับ,no,อยาก ทำ ประกัน ให้ เจ้าหน้าที่ โทร กลับ ได้ ม ั ้ ย คับ,อยาก ทำ ประกัน ให้ เจ้าหน้าที่ โทร กลับ ได้ไหม ครับ,อยาก ทำ ประกัน ให้ เจ้าหน้าที่ โทร กลับ ได้ไหม ครับ,14
อัตราแลกเปลี่ยน,อัตราแลกเปลี่ยนช่วงเวลาไหนที่ควรขายออกเพื่อให้ได้เงินกลับมามากๆครับ,yes,อัตรา แลกเปลี่ยน ช่วงเวลา ไหน ที่ ควร ขาย ออก เพื่อให้ ได้ เงิน กลับมา มาก ๆ ครับ,อัตรา แลกเปลี่ยน ช่วงเวลา ไหน ที่ ควร ขาย ออก เพื่อให้ ได้ เงิน กลับมา มาก ๆ ครับ,อัตรา แลกเปลี่ยน ช่วงเวลา ไหน ที่ ควร ขาย ออก เพื่อให้ ได้ เงิน กลับมา มาก ๆ ครับ,14
การออกบัตรทดแทน,ต้องการใช้เงินด่วน แต่ตู้บอก บัตรหมดอายุ งงเลย ใครช่วยได้,no,ต้องการ ใช้ เงิน ด่วน แต่ ตู้ บอก บัตร หมดอายุ งง เลย ใคร ช่วย ได้,ต้องการ ใช้ เงิน ด่วน แต่ ตู้ บอก บัตร หมดอายุ งง เลย ใคร ช่วย ได้,ต้องการ ใช้ เงิน ด่วน แต่ ตู้ บอก บัตร หมดอายุ งง เลย ใคร ช่วย ได้,14
สอบถามการเปิดบัญชี,เงื่อนไขการเปิดบัญชีมีอะไรบ้างค่ะ,yes,เงื่อนไข การ เปิดบัญชี มี อะไร บ้าง ค่ะ,เงื่อนไข การ เปิดบัญชี มีอะไรบ้าง ค่ะ,เงื่อนไข การ เปิดบัญชี มีอะไรบ้าง ค่ะ,15
สอบถามการสมัคร promptpay,อยากรู้เงื่อนไข พร้อมมมเพยยยยยยย,yes,อยากรู้ เงื่อนไข พร้อม มม เพย ยยยยย ย,อยากรู้ เงื่อนไข พร้อม เพย์ ยยยยย,อยากรู้ เงื่อนไข พร้อม เพย์ ยยยยย,15
สอบถาม cheque clearing,เอาเช็คเข้า8.30น.จะใช้เงินได้ตอนไหน,no,เอา เช็ค เข้า 8. 3# น. จะ ใช้ เงินได้ ตอน ไหน,เอา เช็ค เข้า 8. 3# น. จะ ใช้ เงินได้ ตอน ไหน,เอา เช็ค เข้า 8. 3# น. จะ ใช้ เงินได้ ตอน ไหน,15
สอบถามข้อมูลสาขา,สาขาในห้างเปิดกี่โมง,no,สาขา ใน ห้าง เปิด กี่โมง,สาขา ใน ห้าง เปิด กี่โมง,สาขา ใน ห้าง เปิด กี่โมง,15
สอบถามการ claim ประกัน,โดนปล่องมอไซค์เป็นแผลเยอะ หาหมอแล้ว เคลมได้ไหม ทำประกันอุบัติเหตุไว้ด้วย,yes,โดน ปล่อง มอไซค์ เป็น แผล เยอะ หา หมอ แล้ว เคลม ได้ไหม ทำ ประกันอุบัติเหตุ ไว้ ด้วย,โดน ปล่อง มอไซค์ เป็น แผล เยอะ หา หมอ แล้ว เคลม ได้ไหม ทำ ประกันอุบัติเหตุ ไว้ ด้วย,โดน ปล่อง มอไซค์ เป็น แผล เยอะ หา หมอ แล้ว เคลม ได้ไหม ทำ ประกันอุบัติเหตุ ไว้ ด้วย,15
สอบถามการโอนเงินไปต่างประเทศ,โอนเงินไปต่างประเทศใดได้บ้าง,yes,โอนเงิน ไป ต่างประเทศ ใด ได้ บ้าง,โอนเงิน ไป ต่างประเทศ ใด ได้ บ้าง,โอนเงิน ไป ต่างประเทศ ใด ได้ บ้าง,15
สอบถาม cheque,เช็คต่างจังหวัดเอาเข้าบัญชีได้เงินวันนั้นเลยไหม,no,เช็ค ต่างจังหวัด เอา เข้าบัญชี ได้ เงิน วันนั้น เลย ไหม,เช็ค ต่างจังหวัด เอา เข้าบัญชี ได้ เงิน วันนั้น เลยไหม,เช็ค ต่างจังหวัด เอา เข้าบัญชี ได้ เงิน วันนั้น เลยไหม,15
คุณสมบัติผู้สมัคร,อายุเท่าใดขอสินเชื่อได้,no,อายุ เท่าใด ขอ สินเชื่อ ได้,อายุ เท่าใด ขอ สินเชื่อ ได้,อายุ เท่าใด ขอ สินเชื่อ ได้,15
สอบถามค่าธรรมเนียม,สมัครประกันมีค่าธรรมเนียมด้วยหรือ,yes,สมัคร ประกัน มีค่า ธรรมเนียม ด้วย หรือ,สมัคร ประกัน มีค่า ธรรมเนียม ด้วย หรือ,สมัคร ประกัน มีค่า ธรรมเนียม ด้วย หรือ,15
แจ้งสมุดบัญชีหาย,passbook หาย ขอใหม่ได้ที่ไหนคะ เสียค่าธรรมเนียมไหม,yes,passbook หาย ขอ ใหม่ ได้ ที่ไหน คะ เสียค่าธรรมเนียม ไหม,passbook หาย ขอ ใหม่ ได้ ที่ไหน คะ เสียค่าธรรมเนียม ไหม,passbook หาย ขอ ใหม่ ได้ ที่ไหน คะ เสียค่าธรรมเนียม ไหม,15
ตรวจสอบสถานะการจัดส่งบัตร,บัตรส่งมาวันไหนคะยังไม่ได้รับเลย,yes,บัตร ส่ง มา วัน ไหน คะ ยัง ไม่ ได้รับ เลย,บัตร ส่ง มา วัน ไหน คะ ยัง ไม่ ได้รับ เลย,บัตร ส่ง มา วัน ไหน คะ ยัง ไม่ ได้รับ เลย,15
ต้องการหนังสือรับรองการหักภาษี ณ ที่จ่าย,หนังสือรับรองการหักภาษี ณ ที่จ่าย,yes,หนังสือรับรอง การ หัก ภาษี ณ ที่ จ่าย,หนังสือรับรอง การ หัก ภาษี ณ ที่ จ่าย,หนังสือรับรอง การ หัก ภาษี ณ ที่ จ่าย,15
เปลี่ยนแปลงข้อมูล,เปลี่ยนเครื่อง เปลี่ยนเบอร์ต้องทำยังไงคะ,yes,เปลี่ยนเครื่อง เปลี่ยน เบอร์ ต้อง ทำ ยังไง คะ,เปลี่ยนเครื่อง เปลี่ยน เบอร์ ต้อง ทำ ยังไง คะ,เปลี่ยนเครื่อง เปลี่ยน เบอร์ ต้อง ทำ ยังไง คะ,15
เจ้าของบัญชีเสียชีวิต,ดิฉันมาปิดบัญชีให่พ่อได้มั้ยค่ะ เนื่องจากพ่อเสียชิวิตเดือนที่แล้ว,yes,ดิฉัน มา ปิดบัญชี ใ ห ่ พ่อ ได้ ม ั ้ ย ค่ะ เนื่องจาก พ่อ เสีย ชิ วิต เดือนที่แล้ว,ดิฉัน มา ปิดบัญชี ให้ พ่อ ได้ไหม ค่ะ เนื่องจาก พ่อ เสีย ชิ วิต เดือนที่แล้ว,ดิฉัน มา ปิดบัญชี ให้ พ่อ ได้ไหม ค่ะ เนื่องจาก พ่อ เสีย ชิ วิต เดือนที่แล้ว,15
ตรวจสอบยอดบัญชี,พี่คะ อยากรู้ว่าสินเชื่อบุคคลที่กู้อยู่เหลือเท่าไหร่ค่ะอยากปิดยอดค่ะ โปะเลยได้มั้ย,no,พี่ คะ อยากรู้ ว่า สินเชื่อบุคคล ที่ กู้ อยู่ เหลือ เท่าไหร่ ค่ะ อยาก ปิด ยอดค่ะ โปะ เลย ได้ ม ั ้ ย,พี่ คะ อยากรู้ ว่า สินเชื่อบุคคล ที่ กู้ อยู่ เหลือ เท่าไหร่ ค่ะ อยาก ปิด ยอดค่ะ โปะ เลย ได้ไหม,พี่ คะ อยากรู้ ว่า สินเชื่อบุคคล ที่ กู้ อยู่ เหลือ เท่าไหร่ ค่ะ อยาก ปิด ยอดค่ะ โปะ เลย ได้ไหม,15
เกี่ยวกับประกัน,อยากรู้ว่าคุ้มครองอะไรบ้าง?นำเหนอหน่อยค่ะ,yes,อยากรู้ ว่า คุ้มครอง อะไร บ้าง ? นำ เห นอ หน่อย ค่ะ,อยากรู้ ว่า คุ้มครอง อะไรบ้าง ? นำ เห นอ หน่อย ค่ะ,อยากรู้ ว่า คุ้มครอง อะไรบ้าง ? นำ เห นอ หน่อย ค่ะ,15
การใช้งาน Krungsri Online / KMA,จะเข้า kma  เพื่อจ่ายบิลค่ะ,no,จะ เข้า kma เพื่อ จ่าย บิลค่ะ,จะ เข้า kma เพื่อ จ่าย บิลค่ะ,จะ เข้า kma เพื่อ จ่าย บิลค่ะ,15
แจ้งปัญหาผลิตภัณฑ์และบริการ,kma ขึ้นหน้าจอแปลกๆค่ะ,no,kma ขึ้น หน้าจอ แปลก ๆ ค่ะ,kma ขึ้น หน้าจอ แปลก ๆ ค่ะ,kma ขึ้น หน้าจอ แปลก ๆ ค่ะ,15
#N/A,kol/kma ต่างกันยังงัยค่ะ,yes,kol / kma ต่างกัน ยัง งัย ค่ะ,kol / kma ต่างกัน ยังไง ค่ะ,kol / kma ต่างกัน ยังไง ค่ะ,15
อัตราค่าธรรมเนียม,ค่าธรรมเนียมสินเชื่อการประเมินที่ดิน,no,ค่าธรรมเนียม สินเชื่อ การประเมิน ที่ดิน,ค่าธรรมเนียม สินเชื่อ การประเมิน ที่ดิน,ค่าธรรมเนียม สินเชื่อ การประเมิน ที่ดิน,15
คำแนะนำเมื่อลืมรหัส,ขอพาสเวิร์ดใหม่ค่ะ จำขอเดิมไม่ได้,no,ขอ พาสเวิร์ด ใหม่ ค่ะ จำ ขอ เดิม ไม่ได้,ขอ password ใหม่ ค่ะ จำ ขอ เดิม ไม่ได้,ขอ password ใหม่ ค่ะ จำ ขอ เดิม ไม่ได้,15
บริการกรุงศรี Promptpay,อยากรู้ว่า prompt pay มีไว้เผื่อ,yes,อยากรู้ ว่า prompt pay มี ไว้ เผื่อ,อยากรู้ ว่า prompt pay มี ไว้ เผื่อ,อยากรู้ ว่า prompt pay มี ไว้ เผื่อ,15
ผลิตภัณฑ์สินเชื่อ,กุ้เงินสดผ่อนได้นานสุดกี่ปีคะ ดอกแพงมั้ย,no,กุ ้ เงินสด ผ่อน ได้ นาน สุด กี่ ปี คะ ดอก แพ งม ั ้ ย,กู้ เงินสด ผ่อน ได้ นาน สุด กี่ ปี คะ ดอก แพง ไหม,กู้ เงินสด ผ่อน ได้ นาน สุด กี่ ปี คะ ดอก แพง ไหม,15
ผลิตภัณฑ์เงินฝาก,ถ้าไปถอนเงินต่างสาขาได้มั้ยคะ,no,ถ้า ไป ถอนเงิน ต่าง สาขา ได้ ม ั ้ ย คะ,ถ้า ไป ถอนเงิน ต่าง สาขา ได้ไหม คะ,ถ้า ไป ถอนเงิน ต่าง สาขา ได้ไหม คะ,15
การแจ้งและการปลดอายัด,ลืมบัตรไว้ที่ตู้ atm ขออายัดบัตรต้องทำยังงัยบ้าง,yes,ลืม บัตร ไว้ ที่ ตู้ atm ขอ อายัด บัตร ต้อง ทำ ยัง งัย บ้าง,ลืม บัตร ไว้ ที่ ตู้ atm ขอ อายัด บัตร ต้อง ทำ ยังไง บ้าง,ลืม บัตร ไว้ ที่ ตู้ atm ขอ อายัด บัตร ต้อง ทำ ยังไง บ้าง,15
เงินโอนระหว่างประเทศ,โอนเงินจากต่างประเทศตั้งเวลาโอนล่วงหน้าได้มั้ย,yes,โอนเงิน จาก ต่างประเทศ ตั้ง เวลา โอน ล่วงหน้า ได้ ม ั ้ ย,โอนเงิน จาก ต่างประเทศ ตั้ง เวลา โอน ล่วงหน้า ได้ไหม,โอนเงิน จาก ต่างประเทศ ตั้ง เวลา โอน ล่วงหน้า ได้ไหม,15
ติดต่อ Call Center,เบอร์นี้เป็นเบอร์ธนาคารหรือป่าว,no,เบอร์ นี้ เป็น เบอร์ ธนาคาร หรือ ป่าว,เบอร์ นี้ เป็น เบอร์ ธนาคาร หรือ ป่าว,เบอร์ นี้ เป็น เบอร์ ธนาคาร หรือ ป่าว,15
ยกเลิกบัตร,ยกเลิกบัตรได้ที่ไหนบ้าง,no,ยกเลิก บัตร ได้ ที่ไหนบ้าง,ยกเลิก บัตร ได้ ที่ไหนบ้าง,ยกเลิก บัตร ได้ ที่ไหนบ้าง,15
วันครบกำหนดชำระ,จำไม่ได้ว่าต้องจ่ายวันไหน,yes,จำไม่ได้ ว่า ต้อง จ่าย วัน ไหน,จำไม่ได้ ว่า ต้อง จ่าย วัน ไหน,จำไม่ได้ ว่า ต้อง จ่าย วัน ไหน,15
ผลิตภัณฑ์บัตรกรุงศรีเดบิต,ทำบัตรเอทีเอ็มแบบไหนได้ครับ,yes,ทำ บัตรเอทีเอ็ม แบบไหน ได้ ครับ,ทำ บัตร_atm แบบไหน ได้ ครับ,ทำ บัตร_atm แบบไหน ได้ ครับ,15
รายการเดินบัญชี,ต้องการขอสเตทเม้นท์ กรุงศรี,yes,ต้องการ ขอ สเตท เม้นท์ กรุงศรี,ต้องการ ขอ statement กรุงศรี,ต้องการ ขอ statement กรุงศรี,15
ติดต่อสาขาธนาคารกรุงศรี,สาขาxxxมีไหมครับ,yes,สาขา xxx มี ไหม ครับ,สาขา xxx มี ไหมครับ,สาขา xxx มี ไหมครับ,15
วงเงิน,ถ้ากำหนดวงเงินเดบิตสูงสุดแล้ววันนึงจะกดได้กี่ครั้ง,no,ถ้า กำหนด วงเงิน เดบิต สูงสุด แล้ว วันนึง จะ กด ได้ กี่ ครั้ง,ถ้า กำหนด วงเงิน เดบิต สูงสุด แล้ว วันนึง จะ กด ได้ กี่ ครั้ง,ถ้า กำหนด วงเงิน เดบิต สูงสุด แล้ว วันนึง จะ กด ได้ กี่ ครั้ง,15
เกี่ยวกับบัตรเครดิต,คะแนนสะสมบัตรเครดิตแลกอะไรได้บ้าง,yes,คะแนน สะสม บัตรเครดิต แลก อะไร ได้ บ้าง,คะแนน สะสม บัตรเครดิต แลก อะไร ได้ บ้าง,คะแนน สะสม บัตรเครดิต แลก อะไร ได้ บ้าง,15
อัตราดอกเบี้ย,อยากรู้ดอกเบี้ยสินเชื่อรถกี่เปอร์เซ็น,no,อยากรู้ ดอกเบี้ย สินเชื่อ รถ กี่ เปอร์เซ็น,อยากรู้ ดอกเบี้ย สินเชื่อ รถ กี่เปอร์เซ็น,อยากรู้ ดอกเบี้ย สินเชื่อ รถ กี่เปอร์เซ็น,15
ผลิตภัณฑ์กองทุน,กองทุนของกรุงศรีมีอะไรบ้าง,yes,กองทุนของ กรุงศรี มี อะไร บ้าง,กองทุนของ กรุงศรี มีอะไรบ้าง,กองทุนของ กรุงศรี มีอะไรบ้าง,15
การชำระเงิน,ใช้อะไรบ้างในการชำระค่างวด,no,ใช้ อะไร บ้าง ใน การ ชำระ ค่างวด,ใช้ อะไรบ้าง ใน การชำระ ค่างวด,ใช้ อะไรบ้าง ใน การชำระ ค่างวด,15
เงื่อนไขเช็คเคลียริ่ง,เอาแคชเชียร์เช็คไปเข้ามา กี่วันได้เงินคับ,no,เอา แคชเชียร์ เช็ค ไป เข้ามา กี่ วัน ได้ เงิน คับ,เอา แคชเชียร์ เช็ค ไป เข้ามา กี่ วัน ได้ เงิน ครับ,เอา แคชเชียร์ เช็ค ไป เข้ามา กี่ วัน ได้ เงิน ครับ,15
ติดต่อแอดมิน,ติดต่อกลับด้วยคับ,yes,ติดต่อ กลับ ด้วย คับ,ติดต่อ กลับ ด้วย ครับ,ติดต่อ กลับ ด้วย ครับ,15
สอบถามการเปิดบัญชี,ขอเงื่อนไขการเปิดบัญชี,yes,ขอ เงื่อนไข การ เปิดบัญชี,ขอ เงื่อนไข การ เปิดบัญชี,ขอ เงื่อนไข การ เปิดบัญชี,16
สอบถามการสมัคร promptpay,อยากทราบวิธีการสมัครพร้อมเพย์,yes,อยาก ทราบ วิธีการ สมัคร พร้อม เพย์,อยาก ทราบ วิธีการ สมัคร promptpay,อยาก ทราบ วิธีการ สมัคร promptpay,16
สอบถาม cheque clearing,ฝากเช็คต่างธนาคารวันศุกร์จะได้เงินวันไหน และวันจันทร์ก้อเป็นวันหยุดราชการด้วย,yes,ฝาก เช็ค ต่าง ธนาคาร วันศุกร์ จะ ได้ เงิน วัน ไหน และ วันจันทร์ ก้อ เป็น วันหยุด ราชการ ด้วย,ฝาก เช็ค ต่าง ธนาคาร วันศุกร์ จะ ได้ เงิน วัน ไหน และ วันจันทร์ ก็ เป็น วันหยุด ราชการ ด้วย,ฝาก เช็ค ต่าง ธนาคาร วันศุกร์ จะ ได้ เงิน วัน ไหน และ วันจันทร์ ก็ เป็น วันหยุด ราชการ ด้วย,16
สอบถามข้อมูลสาขา,สาขาในห้างปิดกี่โมง,no,สาขา ใน ห้าง ปิด กี่โมง,สาขา ใน ห้าง ปิด กี่โมง,สาขา ใน ห้าง ปิด กี่โมง,16
สอบถามการโอนเงินไปต่างประเทศ,ถ้าจะโอนเงินไปสิงคโปร์ สามารถโอนเงินได้ช่องทางไหนบ้าง และ rate คิดราคาเป็นยังไง,yes,ถ้า จะ โอนเงิน ไป สิงคโปร์ สามารถ โอน เงินได้ ช่องทาง ไหน บ้าง และ rate คิด ราคา เป็น ยังไง,ถ้า จะ โอนเงิน ไป สิงคโปร์ สามารถ โอน เงินได้ ช่องทาง ไหน บ้าง และ rate คิด ราคา เป็น ยังไง,ถ้า จะ โอนเงิน ไป สิงคโปร์ สามารถ โอน เงินได้ ช่องทาง ไหน บ้าง และ rate คิด ราคา เป็น ยังไง,16
สอบถามการ claim ประกัน,เคลมประกันไปนานแล้ว ทำไมยังไม่ได้เงินคืนคะ จะได้เมื่อใด,no,เคลม ประกัน ไป นาน แล้ว ทำไม ยัง ไม่ได้ เงิน คืน คะ จะ ได้ เมื่อใด,เคลม ประกัน ไป นาน แล้ว ทำไม ยัง ไม่ได้ เงิน คืน คะ จะ ได้ เมื่อใด,เคลม ประกัน ไป นาน แล้ว ทำไม ยัง ไม่ได้ เงิน คืน คะ จะ ได้ เมื่อใด,16
คุณสมบัติผู้สมัคร,อายุ 58 ขอสินเชื่อบุคคลได้ไหม,yes,อายุ ## ขอ สินเชื่อบุคคล ได้ไหม,อายุ ## ขอ สินเชื่อบุคคล ได้ไหม,อายุ ## ขอ สินเชื่อบุคคล ได้ไหม,16
สอบถามค่าธรรมเนียม,สอบถามค่าธรรมเนียมการกู้เงิน,no,สอบถาม ค่าธรรมเนียม การกู้เงิน,สอบถาม ค่าธรรมเนียม การกู้เงิน,สอบถาม ค่าธรรมเนียม การกู้เงิน,16
แจ้งสมุดบัญชีหาย,passbook หาย เมื่อออกใหม่แล้ว จะเห็นรายการเก่าๆไหมคะ,yes,passbook หาย เมื่อ ออกใหม่ แล้ว จะ เห็น รายการ เก่า ๆ ไหม คะ,passbook หาย เมื่อ ออกใหม่ แล้ว จะ เห็น รายการ เก่า ๆ ไหมคะ,passbook หาย เมื่อ ออกใหม่ แล้ว จะ เห็น รายการ เก่า ๆ ไหมคะ,16
ตรวจสอบสถานะการจัดส่งบัตร,บัตรหายแน่เลย ส่งมาให้วันไหนคะ,no,บัตร หาย แน่ เลย ส่ง มา ให้ วัน ไหน คะ,บัตร หาย แน่ เลย ส่ง มา ให้ วัน ไหน คะ,บัตร หาย แน่ เลย ส่ง มา ให้ วัน ไหน คะ,16
ต้องการหนังสือรับรองการหักภาษี ณ ที่จ่าย,ขอหนังสือรับรอง with holding tax,no,ขอ หนังสือรับรอง with holding tax,ขอ หนังสือรับรอง with holding tax,ขอ หนังสือรับรอง with holding tax,16
เปลี่ยนแปลงข้อมูล,เบอร์โทรเบอร์เก่าไม่ได้ใช้แล้วนะคะ,yes,เบอร์โทร เบอร์ เก่า ไม่ได้ ใช้แล้ว นะคะ,เบอร์โทร เบอร์ เก่า ไม่ได้ ใช้แล้ว นะคะ,เบอร์โทร เบอร์ เก่า ไม่ได้ ใช้แล้ว นะคะ,16
เจ้าของบัญชีเสียชีวิต,จะปิดบัญชีคุณพ่อ เสียชีวิตไปนานแล้ว ใครทำแทนได้บ้างจ๊ะ,yes,จะ ปิดบัญชี คุณพ่อ เสียชีวิต ไป นาน แล้ว ใคร ทำ แทนได้ บ้าง จ๊ะ,จะ ปิดบัญชี คุณพ่อ เสียชีวิต ไป นาน แล้ว ใคร ทำ แทนได้ บ้าง จ๊ะ,จะ ปิดบัญชี คุณพ่อ เสียชีวิต ไป นาน แล้ว ใคร ทำ แทนได้ บ้าง จ๊ะ,16
ตรวจสอบยอดบัญชี,สอบถามสินเชื่อบ้านค่ะ เหลือจ่ายกี่งวด,no,สอบถาม สินเชื่อ บ้าน ค่ะ เหลือ จ่าย กี่ งวด,สอบถาม สินเชื่อ บ้าน ค่ะ เหลือ จ่าย กี่ งวด,สอบถาม สินเชื่อ บ้าน ค่ะ เหลือ จ่าย กี่ งวด,16
เกี่ยวกับประกัน,เกษียณแล้วทำประกันได้มั้ย,yes,เกษียณ แล้ว ทำ ประกัน ได้ ม ั ้ ย,เกษียณ แล้ว ทำ ประกัน ได้ไหม,เกษียณ แล้ว ทำ ประกัน ได้ไหม,16
การใช้งาน Krungsri Online / KMA,จ่ายค่าน้ำผ่าน kma ได้มั้ยคะ,no,จ่าย ค่าน้ำ ผ่าน kma ได้ ม ั ้ ย คะ,จ่าย ค่าน้ำ ผ่าน kma ได้ไหม คะ,จ่าย ค่าน้ำ ผ่าน kma ได้ไหม คะ,16
#N/A,สินเชื่อธนาคารกรุงศรี พิเศษรอื่นมั้ยคะ,no,สินเชื่อ ธนาคารกรุงศรี พิเศษ ร อื่น ม ั ้ ย คะ,สินเชื่อ ธนาคารกรุงศรี พิเศษ ร อื่น ไหม คะ,สินเชื่อ ธนาคารกรุงศรี พิเศษ ร อื่น ไหม คะ,16
อัตราค่าธรรมเนียม,อยากรู้ค่าธรรมเนียมสินเชื่อการการกู้บ้าน,no,อยากรู้ ค่าธรรมเนียม สินเชื่อ การ การกู้ บ้าน,อยากรู้ ค่าธรรมเนียม สินเชื่อ การ การกู้ บ้าน,อยากรู้ ค่าธรรมเนียม สินเชื่อ การ การกู้ บ้าน,16
แจ้งปัญหาผลิตภัณฑ์และบริการ,เงินหายจากบัญชีค่ะ,no,เงิน หาย จาก บัญชี ค่ะ,เงิน หาย จาก บัญชี ค่ะ,เงิน หาย จาก บัญชี ค่ะ,16
บริการกรุงศรี Promptpay,ท่ำไมต้องใช้ เบอร์โทรศัพท์ หรือ บัตรประชาชนเท่านั้น,yes,ท ่ ำ ไม ต้อง ใช้ เบอร์โทรศัพท์ หรือ บัตรประชาชน เท่านั้น,ท ่ ำ ไม ต้อง ใช้ เบอร์โทรศัพท์ หรือ บัตรประชาชน เท่านั้น,ท ่ ำ ไม ต้อง ใช้ เบอร์โทรศัพท์ หรือ บัตรประชาชน เท่านั้น,16
คำแนะนำเมื่อลืมรหัส,หนูเปิดเข้าแอฟไม่ได้ลืมรหัสทำไงคะ,no,หนู เปิด เข้า แอฟ ไม่ได้ ลืม รหัส ทำไง คะ,หนู เปิด เข้า app ไม่ได้ ลืม รหัส ทำไง คะ,หนู เปิด เข้า app ไม่ได้ ลืม รหัส ทำไง คะ,16
ผลิตภัณฑ์สินเชื่อ,กุ้เงินขยายธุรกิจมีระยะเวลากู้ได้สูงสุดกี่ปีคะ,no,กุ ้ เงิน ขยาย ธุรกิจ มี ระยะเวลา กู้ ได้ สูงสุด กี่ ปี คะ,กู้เงิน ขยาย ธุรกิจ มี ระยะเวลา กู้ได้ สูงสุด กี่ ปี คะ,กู้เงิน ขยาย ธุรกิจ มี ระยะเวลา กู้ได้ สูงสุด กี่ ปี คะ,16
ผลิตภัณฑ์เงินฝาก,ไม่มีสมุดบัญชีจะถอนเงินต่างสาขาได้มั้ย,no,ไม่มี สมุดบัญชี จะ ถอนเงิน ต่าง สาขา ได้ ม ั ้ ย,ไม่มี สมุดบัญชี จะ ถอนเงิน ต่าง สาขา ได้ไหม,ไม่มี สมุดบัญชี จะ ถอนเงิน ต่าง สาขา ได้ไหม,16
การแจ้งและการปลดอายัด,ไม่แน่ใจว่าบัตรอยู่ที่บ้านหรือเป่า ต้องการอายัดบัตร,yes,ไม่แน่ใจ ว่า บัตร อยู่ที่ บ้าน หรือ เป่า ต้องการ อายัด บัตร,ไม่แน่ใจ ว่า บัตร อยู่ที่ บ้าน หรือ เป่า ต้องการ อายัด บัตร,ไม่แน่ใจ ว่า บัตร อยู่ที่ บ้าน หรือ เป่า ต้องการ อายัด บัตร,16
เงินโอนระหว่างประเทศ,โอนเงินไปต่างประเทศทำอย่างไร,no,โอนเงิน ไป ต่างประเทศ ทำ อย่างไร,โอนเงิน ไป ต่างประเทศ ทำอย่างไร,โอนเงิน ไป ต่างประเทศ ทำอย่างไร,16
ยกเลิกบัตร,จะขอยกเลิกบัตร,yes,จะ ขอ ยกเลิก บัตร,จะ ขอ ยกเลิก บัตร,จะ ขอ ยกเลิก บัตร,16
ติดต่อ Call Center,ติดต่อ call center กรุงศรี,yes,ติดต่อ call center กรุงศรี,ติดต่อ call center กรุงศรี,ติดต่อ call center กรุงศรี,16
วันครบกำหนดชำระ,กำหนดชำระค่าประกันเมื่อไหร่,no,กำหนด ชำระ ค่า ประกัน เมื่อไหร่,กำหนด ชำระ ค่า ประกัน เมื่อไหร่,กำหนด ชำระ ค่า ประกัน เมื่อไหร่,16
